ID,mean,Month
1,0.99663772,JAN
2,0.996965894,FEB
3,0.997253922,MAR
4,0.994830356,APR
5,0.995450715,MAY
6,0.995756729,JUN
7,0.994601905,JUL
8,0.996716965,AUG
9,0.996117085,SEP
10,0.996866519,OCT
11,0.995072558,NOV
12,0.997025046,DEC
