ID,mean,Month
1,-0.761619772,JAN
2,-0.679400661,FEB
3,-0.668425754,MAR
4,-0.91745673,APR
5,-0.828795041,MAY
6,-0.82019909,JUN
7,-0.908448533,JUL
8,-0.743984652,AUG
9,-0.768286044,SEP
10,-0.702589906,OCT
11,-0.852464129,NOV
12,-0.691657942,DEC
