ID,mean,Month
1,-0.006413666,JAN
2,-0.004623674,FEB
3,-0.003887607,MAR
4,-0.014024062,APR
5,-0.010522689,MAY
6,-0.010365237,JUN
7,-0.015012337,JUL
8,-0.007371023,AUG
9,-0.007505056,SEP
10,-0.004460684,OCT
11,-0.011716328,NOV
12,-0.006335583,DEC
