ID,mean,Month
1,0.256812475,JAN
2,0.242323341,FEB
3,0.231776323,MAR
4,0.195653378,APR
5,0.255071814,MAY
6,0.235736651,JUN
7,0.186064112,JUL
8,0.257381299,AUG
9,0.23068187,SEP
10,0.237592252,OCT
11,0.205381489,NOV
12,0.240739298,DEC
