ID,mean,Month
1,0.027701573,JAN
2,0.030943641,FEB
3,0.044443453,MAR
4,0.160950014,APR
5,0.064720891,MAY
6,0.087118673,JUN
7,0.186548663,JUL
8,0.043170911,AUG
9,0.097510717,SEP
10,0.046908659,OCT
11,0.136615372,NOV
12,0.046664614,DEC
